image name,x0,y0,r
img303.png,53,86,8
img304.png,30,32,9
img305.png,21,59,14
img306.png,30,24,12
img307.png,19,34,11
img308.png,77,23,13
img309.png,42,25,12
img310.png,76,84,8
img311.png,75,53,14
img312.png,38,30,8
img313.png,87,49,12
img314.png,52,23,9
img315.png,26,4,5
img316.png,55,62,5
img317.png,70,62,8
img318.png,29,9,10
img319.png,41,74,11
img320.png,70,13,8
img321.png,72,17,11
img322.png,55,43,5
img323.png,63,44,5
img324.png,38,24,14
img325.png,30,24,8
img326.png,14,33,12
img327.png,76,84,8
img328.png,34,66,13
img329.png,80,80,13
img330.png,82,73,13
img331.png,26,82,12
img332.png,34,49,5
img333.png,23,65,10
img334.png,32,29,10
img335.png,71,46,9
img336.png,42,87,10
img337.png,27,17,6
img338.png,66,72,14
img339.png,61,92,6
img340.png,79,86,11
img341.png,67,39,8
img342.png,75,60,10
img343.png,59,12,13
img344.png,78,7,5
img345.png,53,32,14
img346.png,23,44,10
img347.png,72,81,6
img348.png,46,31,13
img349.png,55,73,6
img350.png,75,28,11
img351.png,83,76,14
img352.png,57,58,6
img353.png,56,15,6
img354.png,48,17,6
img355.png,47,70,9
img356.png,13,71,10
img357.png,69,73,9
img358.png,56,53,14
img359.png,10,79,6
img360.png,62,37,11
img361.png,27,43,9
img362.png,20,84,7
img363.png,47,53,13
img364.png,65,22,13
img365.png,82,33,13
img366.png,8,35,7
img367.png,28,65,9
img368.png,33,50,6
img369.png,41,66,7
img370.png,65,86,6
img371.png,32,56,14
img372.png,73,64,10
img373.png,14,16,11
img374.png,38,54,6
img375.png,31,4,5
img376.png,9,58,10
img377.png,57,87,11
img378.png,78,51,9
img379.png,24,92,6
img380.png,42,71,13
img381.png,29,11,12
img382.png,71,32,11
img383.png,39,89,9
img384.png,92,40,6
img385.png,48,88,8
img386.png,49,61,7
img387.png,83,54,5
img388.png,18,80,13
img389.png,36,38,7
img390.png,42,7,6
img391.png,54,32,9
img392.png,85,88,6
img393.png,74,5,6
img394.png,60,35,6
img395.png,15,50,5
img396.png,42,53,14
img397.png,43,26,14
img398.png,42,76,5
img399.png,17,52,6
img400.png,86,63,12
img401.png,68,16,6
img402.png,63,71,10
img403.png,78,79,12
img404.png,33,50,12
img405.png,68,9,6
img406.png,8,39,9
img407.png,81,53,13
img408.png,38,11,12
img409.png,82,46,14
img410.png,17,77,5
img411.png,69,75,11
img412.png,41,81,14
img413.png,7,58,5
img414.png,26,93,6
img415.png,56,13,8
img416.png,47,21,11
img417.png,87,70,12
img418.png,71,60,11
img419.png,68,65,13
img420.png,15,22,13
img421.png,56,91,6
img422.png,37,83,9
img423.png,44,82,14
img424.png,82,75,14
img425.png,68,78,7
img426.png,88,44,10
img427.png,43,63,5
img428.png,42,35,7
img429.png,48,13,12
img430.png,47,32,6
img431.png,54,20,5
img432.png,78,81,12
img433.png,35,64,11
img434.png,77,11,5
img435.png,65,34,10
img436.png,11,12,6
img437.png,84,75,12
img438.png,19,23,11
img439.png,58,49,12
img440.png,31,10,10
img441.png,76,47,10
img442.png,27,81,10
img443.png,74,54,13
img444.png,86,21,13
img445.png,78,48,12
img446.png,37,78,11
img447.png,17,40,10
img448.png,35,79,12
img449.png,65,17,9
img450.png,76,18,13
img451.png,76,24,5
img452.png,64,12,11
img453.png,18,53,5
img454.png,10,86,8
img455.png,81,36,5
img456.png,5,39,5
img457.png,48,58,14
img458.png,88,75,7
img459.png,33,56,6
img460.png,26,26,5
img461.png,52,28,5
img462.png,66,54,7
img463.png,16,70,13
img464.png,59,69,11
img465.png,82,76,6
img466.png,33,25,14
img467.png,81,60,6
img468.png,13,59,10
img469.png,34,11,11
img470.png,82,25,14
img471.png,91,47,5
img472.png,34,30,9
img473.png,69,55,12
img474.png,7,80,8
img475.png,22,10,8
img476.png,26,80,7
img477.png,69,82,13
img478.png,55,17,14
img479.png,94,13,5
img480.png,23,26,9
img481.png,70,72,14
img482.png,71,36,8
img483.png,40,44,14
img484.png,86,66,12
img485.png,41,55,12
img486.png,28,83,13
img487.png,46,71,6
img488.png,16,51,9
img489.png,7,46,8
img490.png,72,63,7
img491.png,87,90,9
img492.png,52,17,8
img493.png,17,70,12
img494.png,91,88,6
img495.png,52,47,13
img496.png,82,78,14
img497.png,18,25,12
img498.png,41,60,9
img499.png,36,36,12
img500.png,17,65,13
img501.png,35,85,5
img502.png,23,54,14
img503.png,46,66,11
img504.png,52,33,8
img505.png,71,73,10
img506.png,41,46,14
img507.png,59,60,10
img508.png,70,83,6
img509.png,60,63,9
img510.png,87,58,11
img511.png,49,15,9
img512.png,49,30,7
img513.png,84,54,14
img514.png,13,51,12
img515.png,15,52,9
img516.png,73,45,13
img517.png,40,81,12
img518.png,21,87,8
img519.png,15,69,13
img520.png,15,81,12
img521.png,62,58,11
img522.png,28,79,6
img523.png,34,69,12
img524.png,79,82,10
img525.png,91,71,5
img526.png,23,43,12
img527.png,21,25,10
img528.png,78,46,12
img529.png,87,85,5
img530.png,85,19,13
img531.png,8,12,5
img532.png,70,70,5
img533.png,57,57,14
img534.png,21,44,14
img535.png,39,68,13
img536.png,69,58,10
img537.png,9,73,7
img538.png,66,45,9
img539.png,72,85,10
img540.png,38,40,10
img541.png,76,69,12
img542.png,42,6,5
img543.png,33,68,8
img544.png,17,17,14
img545.png,85,82,6
img546.png,60,60,5
img547.png,69,67,7
img548.png,45,40,5
img549.png,40,6,5
img550.png,17,78,12
img551.png,20,12,6
img552.png,21,40,11
img553.png,19,61,7
img554.png,27,52,7
img555.png,92,20,5
img556.png,42,30,10
img557.png,44,39,13
img558.png,75,93,5
img559.png,15,66,11
img560.png,19,32,14
img561.png,50,9,8
img562.png,71,37,12
img563.png,40,21,5
img564.png,46,85,12
img565.png,64,62,11
img566.png,52,80,13
img567.png,50,39,10
img568.png,62,92,7
img569.png,53,31,8
img570.png,68,31,9
img571.png,20,34,6
img572.png,22,78,7
img573.png,28,56,13
img574.png,34,42,14
img575.png,84,45,7
img576.png,83,35,13
img577.png,27,78,6
img578.png,85,25,8
img579.png,62,16,6
img580.png,19,90,6
img581.png,59,22,9
img582.png,51,42,10
img583.png,88,63,5
img584.png,61,59,14
img585.png,51,46,9
img586.png,53,47,6
img587.png,27,78,11
img588.png,32,13,5
img589.png,67,40,10
img590.png,68,62,12
img591.png,61,16,10
img592.png,26,11,8
img593.png,46,26,12
img594.png,38,24,10
img595.png,81,26,14
img596.png,78,32,10
img597.png,41,46,13
img598.png,48,41,14
img599.png,65,50,8
img600.png,41,8,6
img601.png,41,53,8
img602.png,23,31,13
img603.png,13,17,14
img604.png,49,52,9
img605.png,85,32,13
img606.png,66,39,14
img607.png,42,63,13
img608.png,11,36,11
img609.png,68,47,6
img610.png,70,86,9
img611.png,34,10,6
img612.png,76,80,11
img613.png,36,32,7
img614.png,77,73,12
img615.png,48,68,12
img616.png,36,49,11
img617.png,77,59,8
img618.png,62,77,10
img619.png,47,73,6
img620.png,10,37,8
img621.png,84,93,6
img622.png,48,64,14
img623.png,80,54,12
img624.png,35,79,9
img625.png,49,14,9
img626.png,13,67,6
img627.png,19,48,13
img628.png,69,65,12
img629.png,75,45,14
img630.png,15,44,13
img631.png,45,36,9
img632.png,13,60,7
img633.png,51,62,6
img634.png,81,82,14
img635.png,57,56,12
img636.png,88,37,10
img637.png,47,57,5
img638.png,92,73,6
img639.png,61,81,12
img640.png,25,9,10
img641.png,25,29,9
img642.png,54,61,5
img643.png,89,46,8
img644.png,21,84,7
img645.png,36,42,6
img646.png,24,58,14
img647.png,20,45,9
img648.png,42,13,5
img649.png,9,65,8
img650.png,49,60,14
img651.png,27,77,6
img652.png,13,20,9
img653.png,49,17,9
img654.png,7,32,6
img655.png,28,22,8
img656.png,50,56,9
img657.png,74,16,9
img658.png,70,44,10
img659.png,59,80,12
img660.png,42,88,7
img661.png,60,54,9
img662.png,32,10,10
img663.png,24,74,9
img664.png,87,90,6
img665.png,85,6,6
img666.png,29,65,9
img667.png,14,67,11
img668.png,9,23,10
img669.png,17,82,10
img670.png,52,22,10
img671.png,63,6,6
img672.png,47,68,14
img673.png,83,45,5
img674.png,38,35,10
img675.png,38,67,5
img676.png,31,51,6
img677.png,84,27,13
img678.png,71,38,12
img679.png,46,42,12
img680.png,59,45,11
img681.png,62,34,5
img682.png,14,41,11
img683.png,62,63,8
img684.png,12,57,13
img685.png,89,45,5
img686.png,17,80,12
img687.png,20,13,5
img688.png,22,43,9
img689.png,11,83,10
img690.png,70,41,7
img691.png,25,18,7
img692.png,24,51,11
img693.png,85,82,12
img694.png,23,68,5
img695.png,52,20,9
img696.png,22,33,6
img697.png,68,47,9
img698.png,36,75,13
img699.png,31,5,6
img700.png,39,34,10
img701.png,75,82,14
img702.png,17,16,13
img703.png,8,90,9
img704.png,11,43,12
img705.png,39,71,7
img706.png,6,42,5
img707.png,16,33,14
img708.png,57,50,14
img709.png,87,32,8
img710.png,13,16,10
img711.png,67,32,10
img712.png,41,13,13
img713.png,58,25,7
img714.png,73,47,13
img715.png,82,20,12
img716.png,71,13,10
img717.png,53,58,7
img718.png,37,50,8
img719.png,26,68,7
img720.png,59,28,8
img721.png,51,65,13
img722.png,81,80,9
img723.png,83,70,7
img724.png,84,63,13
img725.png,70,39,9
img726.png,42,59,11
img727.png,54,56,8
img728.png,24,87,7
img729.png,43,39,8
img730.png,62,18,13
img731.png,42,64,13
img732.png,16,7,8
img733.png,61,48,9
img734.png,83,61,10
img735.png,53,34,9
img736.png,26,16,5
img737.png,12,78,9
img738.png,11,50,5
img739.png,50,15,12
img740.png,7,25,7
img741.png,62,24,5
img742.png,54,42,7
img743.png,51,32,14
img744.png,57,44,8
img745.png,75,36,11
img746.png,39,75,11
img747.png,69,59,6
img748.png,63,39,10
img749.png,75,48,13
img750.png,7,88,6
img751.png,73,61,8
img752.png,52,32,11
img753.png,55,17,11
img754.png,66,73,12
img755.png,18,52,5
img756.png,31,85,6
img757.png,45,79,7
img758.png,28,30,12
img759.png,30,29,7
img760.png,82,71,14
img761.png,69,65,7
img762.png,69,81,13
img763.png,86,87,12
img764.png,38,14,7
img765.png,71,46,10
img766.png,46,42,11
img767.png,84,67,9
img768.png,74,76,10
img769.png,78,43,9
img770.png,42,69,6
img771.png,59,54,13
img772.png,85,63,11
img773.png,71,69,13
img774.png,72,31,8
img775.png,73,81,6
img776.png,22,55,11
img777.png,81,76,13
img778.png,80,89,6
img779.png,64,66,7
img780.png,62,35,5
img781.png,28,14,7
img782.png,53,18,13
img783.png,81,25,8
img784.png,28,54,5
img785.png,32,37,5
img786.png,28,40,9
img787.png,66,21,6
img788.png,36,50,10
img789.png,40,48,11
img790.png,88,8,6
img791.png,13,7,5
img792.png,77,54,13
img793.png,53,24,8
img794.png,48,45,8
img795.png,82,10,8
img796.png,15,53,6
img797.png,38,20,8
img798.png,76,59,9
img799.png,60,92,7
img800.png,36,14,11
img801.png,50,46,10
img802.png,73,68,12
img803.png,92,40,7
img804.png,66,66,13
img805.png,12,47,10
img806.png,72,29,12
img807.png,36,69,13
img808.png,38,47,8
img809.png,19,39,12
img810.png,61,20,10
img811.png,18,82,10
img812.png,50,20,11
img813.png,54,83,6
img814.png,40,45,10
img815.png,63,19,9
img816.png,78,89,8
img817.png,12,64,13
img818.png,8,57,6
img819.png,56,60,8
img820.png,81,86,10
img821.png,62,83,11
img822.png,40,36,10
img823.png,67,12,7
img824.png,70,25,7
img825.png,13,20,13
img826.png,66,71,13
img827.png,53,22,7
img828.png,56,28,13
img829.png,86,88,11
img830.png,74,17,6
img831.png,78,6,6
img832.png,50,67,11
img833.png,68,65,10
img834.png,16,31,5
img835.png,88,61,10
img836.png,60,20,14
img837.png,53,45,8
img838.png,49,15,8
img839.png,70,39,11
img840.png,37,86,8
img841.png,31,27,7
img842.png,59,67,14
img843.png,50,31,10
img844.png,76,43,11
img845.png,68,74,11
img846.png,76,50,13
img847.png,58,78,9
img848.png,70,62,13
img849.png,45,28,6
img850.png,89,63,10
img851.png,20,37,14
img852.png,11,75,11
img853.png,19,33,13
img854.png,41,52,13
img855.png,73,13,7
img856.png,42,29,9
img857.png,50,63,6
img858.png,12,31,12
img859.png,23,74,14
img860.png,22,39,7
img861.png,65,81,10
img862.png,80,29,5
img863.png,68,45,8
img864.png,20,16,13
img865.png,77,49,5
img866.png,51,83,13
img867.png,10,68,7
img868.png,30,15,14
img869.png,48,79,9
img870.png,48,39,14
img871.png,85,16,13
img872.png,33,52,13
img873.png,33,93,6
img874.png,44,29,6
img875.png,47,15,14
img876.png,68,66,7
img877.png,85,71,12
img878.png,49,35,11
img879.png,56,14,7
img880.png,7,34,8
img881.png,65,74,8
img882.png,41,89,8
img883.png,58,46,8
img884.png,64,29,6
img885.png,54,6,5
img886.png,73,12,9
img887.png,71,54,9
img888.png,65,77,5
img889.png,59,86,8
img890.png,60,54,10
img891.png,76,19,5
img892.png,76,32,14
img893.png,20,63,6
img894.png,85,65,14
img895.png,52,71,10
img896.png,51,68,6
img897.png,23,34,11
img898.png,44,30,14
img899.png,76,64,7
img900.png,12,16,9
img901.png,40,30,14
img902.png,19,81,6
img903.png,69,62,10
img904.png,16,89,6
img905.png,67,72,8
img906.png,49,71,12
img907.png,77,61,13
img908.png,26,47,10
img909.png,60,48,13
img910.png,70,56,7
img911.png,66,75,9
img912.png,6,38,5
img913.png,51,74,14
img914.png,80,24,10
img915.png,49,70,8
img916.png,53,17,14
img917.png,34,47,13
img918.png,57,38,10
img919.png,33,72,7
img920.png,62,77,9
img921.png,76,53,8
img922.png,38,49,10
img923.png,91,70,5
img924.png,85,61,13
img925.png,48,74,6
img926.png,78,41,9
img927.png,8,32,8
img928.png,44,26,13
img929.png,59,80,5
img930.png,80,60,11
img931.png,13,52,14
img932.png,40,76,11
img933.png,20,84,11
img934.png,16,32,8
img935.png,20,86,8
img936.png,42,69,14
img937.png,90,80,7
img938.png,48,17,12
img939.png,68,59,9
img940.png,8,45,7
img941.png,42,88,10
img942.png,77,44,8
img943.png,58,71,12
img944.png,42,87,12
img945.png,71,74,13
img946.png,18,21,12
img947.png,55,39,5
img948.png,89,11,8
img949.png,62,44,13
img950.png,58,57,6
img951.png,34,61,11
img952.png,70,17,11
img953.png,27,28,8
img954.png,38,89,8
img955.png,83,22,14
img956.png,73,91,6
img957.png,30,12,9
img958.png,43,55,6
img959.png,24,79,7
img960.png,75,65,9
img961.png,67,30,10
img962.png,38,68,12
img963.png,19,77,10
img964.png,66,50,11
img965.png,49,79,14
img966.png,46,18,9
img967.png,39,38,14
img968.png,42,47,8
img969.png,18,85,5
img970.png,42,56,5
img971.png,52,33,8
img972.png,39,79,10
img973.png,73,53,7
img974.png,34,33,5
img975.png,90,32,5
img976.png,48,55,12
img977.png,14,41,6
img978.png,83,17,10
img979.png,37,27,6
img980.png,47,72,12
img981.png,83,86,6
img982.png,66,87,11
img983.png,49,43,8
img984.png,30,78,10
img985.png,79,56,10
img986.png,49,16,13
img987.png,93,29,5
img988.png,65,39,5
img989.png,63,68,14
img990.png,30,58,10
img991.png,82,85,10
img992.png,44,11,6
img993.png,64,44,12
img994.png,71,26,12
img995.png,41,79,10
img996.png,24,74,13
img997.png,25,56,13
img998.png,23,32,11
img999.png,45,46,6
img1000.png,54,29,13
img1001.png,48,68,7
img1002.png,26,64,11
img1003.png,44,25,12
img1004.png,34,29,5
img1005.png,78,87,10
img1006.png,22,73,8
img1007.png,60,50,9
img1008.png,22,87,8
img1009.png,57,63,10
img1010.png,38,75,14
img1011.png,52,66,14
img1012.png,44,28,7
img1013.png,91,85,8
img1014.png,11,30,5
img1015.png,54,47,7
img1016.png,58,82,9
img1017.png,43,35,7
img1018.png,60,36,8
img1019.png,67,74,13
img1020.png,27,82,6
img1021.png,55,82,10
img1022.png,34,54,14
img1023.png,43,22,12
img1024.png,25,16,14
img1025.png,38,74,11
img1026.png,13,35,7
img1027.png,39,30,12
img1028.png,40,46,6
img1029.png,73,52,12
img1030.png,36,30,8
img1031.png,78,85,10
img1032.png,35,44,8
img1033.png,19,7,7
img1034.png,91,28,7
img1035.png,24,67,10
img1036.png,40,62,6
img1037.png,73,30,12
img1038.png,59,21,14
img1039.png,43,88,11
img1040.png,42,67,11
img1041.png,73,45,13
img1042.png,68,87,12
img1043.png,36,18,7
img1044.png,30,83,6
img1045.png,22,25,10
img1046.png,81,88,6
img1047.png,31,86,5
img1048.png,14,32,13
img1049.png,76,34,7
img1050.png,35,35,11
img1051.png,26,15,11
img1052.png,81,18,6
img1053.png,26,82,5
img1054.png,57,82,5
img1055.png,84,92,5
img1056.png,26,56,9
img1057.png,27,85,6
img1058.png,75,76,6
img1059.png,23,65,7
img1060.png,26,57,14
img1061.png,10,28,10
img1062.png,49,24,14
img1063.png,45,22,13
img1064.png,19,70,13
img1065.png,58,32,12
img1066.png,37,18,14
img1067.png,47,82,9
img1068.png,75,16,12
img1069.png,36,32,13
img1070.png,58,16,13
img1071.png,68,46,14
img1072.png,88,48,6
img1073.png,5,70,6
img1074.png,79,72,10
img1075.png,15,52,6
img1076.png,25,77,10
img1077.png,29,62,6
img1078.png,71,71,14
img1079.png,30,22,8
img1080.png,13,15,9
img1081.png,51,79,10
img1082.png,59,48,13
img1083.png,32,54,11
img1084.png,86,40,8
img1085.png,57,65,12
img1086.png,31,44,13
img1087.png,24,72,9
img1088.png,16,52,10
img1089.png,59,63,12
img1090.png,27,59,8
img1091.png,46,57,9
img1092.png,26,64,13
img1093.png,67,53,7
img1094.png,23,63,6
img1095.png,34,31,7
img1096.png,70,85,10
img1097.png,53,89,7
img1098.png,31,47,13
img1099.png,20,43,9
img1100.png,46,43,9
img1101.png,36,24,11
img1102.png,56,12,9
img1103.png,18,78,5
img1104.png,69,50,13
img1105.png,84,38,12
img1106.png,94,10,5
img1107.png,39,68,6
img1108.png,83,60,14
img1109.png,49,26,11
img1110.png,29,48,10
img1111.png,54,29,9
img1112.png,11,49,12
img1113.png,53,16,12
img1114.png,36,49,5
img1115.png,28,51,10
img1116.png,64,11,6
img1117.png,43,58,5
img1118.png,37,23,12
img1119.png,65,48,10
img1120.png,35,81,11
img1121.png,22,28,9
img1122.png,77,82,10
img1123.png,45,59,14
img1124.png,49,53,9
img1125.png,38,80,13
img1126.png,29,46,7
img1127.png,40,44,14
img1128.png,54,68,12
img1129.png,42,22,13
img1130.png,87,16,6
img1131.png,36,13,13
img1132.png,22,48,9
img1133.png,87,22,7
img1134.png,85,44,14
img1135.png,62,55,10
img1136.png,42,32,12
img1137.png,23,17,8
img1138.png,84,85,9
img1139.png,62,81,14
img1140.png,61,16,12
img1141.png,90,15,7
img1142.png,48,35,10
img1143.png,13,22,10
img1144.png,11,38,9
img1145.png,54,9,7
img1146.png,13,63,8
img1147.png,39,19,13
img1148.png,37,68,7
img1149.png,88,48,8
img1150.png,71,84,13
img1151.png,50,20,13
img1152.png,68,86,10
img1153.png,23,49,12
img1154.png,78,50,7
img1155.png,26,32,8
img1156.png,36,26,7
img1157.png,33,76,10
img1158.png,59,73,5
img1159.png,53,43,12
img1160.png,33,23,12
img1161.png,72,65,11
img1162.png,53,33,13
img1163.png,61,65,13
img1164.png,19,51,12
img1165.png,11,40,6
img1166.png,81,36,10
img1167.png,69,37,12
img1168.png,27,34,9
img1169.png,12,88,7
img1170.png,39,63,6
img1171.png,78,90,6
img1172.png,20,57,13
img1173.png,37,64,10
img1174.png,82,72,9
img1175.png,66,53,9
img1176.png,86,87,7
img1177.png,18,40,11
img1178.png,24,16,8
img1179.png,70,60,12
img1180.png,24,56,9
img1181.png,37,29,7
img1182.png,53,86,8
img1183.png,20,91,8
img1184.png,46,12,12
img1185.png,14,20,12
img1186.png,64,53,13
img1187.png,20,30,6
img1188.png,54,57,7
img1189.png,22,42,8
img1190.png,25,20,13
img1191.png,33,84,14
img1192.png,80,16,12
img1193.png,19,26,13
img1194.png,28,47,14
img1195.png,68,24,11
img1196.png,33,28,8
img1197.png,27,25,14
img1198.png,59,88,6
img1199.png,74,24,11
img1200.png,66,31,11
img1201.png,30,72,14
img1202.png,60,92,6
img1203.png,58,47,6
img1204.png,30,34,11
img1205.png,47,48,8
img1206.png,47,91,5
img1207.png,74,23,5
img1208.png,38,69,9
img1209.png,69,20,14
img1210.png,78,16,12
img1211.png,53,20,8
img1212.png,24,19,8
img1213.png,67,59,9
img1214.png,76,35,8
img1215.png,83,18,9
img1216.png,4,57,5
img1217.png,66,32,12
img1218.png,31,35,6
img1219.png,63,12,7
img1220.png,56,13,9
img1221.png,29,69,12
img1222.png,40,16,14
img1223.png,70,28,14
img1224.png,18,26,9
img1225.png,38,41,6
img1226.png,62,86,7
img1227.png,55,54,10
img1228.png,69,51,14
img1229.png,17,12,5
img1230.png,82,92,6
img1231.png,30,23,7
img1232.png,10,30,11
img1233.png,14,12,8
img1234.png,28,36,10
img1235.png,53,66,12
img1236.png,13,45,9
img1237.png,39,70,11
img1238.png,44,30,14
img1239.png,57,35,12
img1240.png,20,66,12
img1241.png,13,80,7
img1242.png,42,12,8
img1243.png,86,79,12
img1244.png,60,83,10
img1245.png,69,87,11
img1246.png,20,49,10
img1247.png,17,35,12
